baseline_trainable_loss,baseline_trainable_lrap,baseline_trainable_ndcg,infused_trainable_loss,infused_trainable_lrap,infused_trainable_ndcg
0.879667609989592,0.9619001236971546,0.9721689362841831,0.8972711573829999,0.9583800663446682,0.969426354057269
0.9198200965894143,0.9559255799549835,0.9673500092460788,0.8641136026607048,0.9659189376931312,0.974968565242778
0.8991496741958867,0.9606714470545471,0.9708005686112114,0.9194418202118978,0.9556760760728789,0.9674110326750972
0.8925554917058093,0.9616140512515049,0.9716746660184781,0.9331716377667757,0.9548530893092697,0.9667590320035127
0.9077316419995923,0.9569487131005829,0.9682478155696637,0.8879640067845387,0.9603570653028262,0.9707098181842106
